time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 4715, 0.257264, 0, 4, 0, 0, 1
1, 3668, 0.399945, 0, 8, 0, 0, 1
2, 4571, 0.285277, 0, 4, 0, 0, 1
3, 4404, 0.311308, 0, 18, 0, 0, 1
4, 4576, 0.277972, 0, 5, 0, 0, 1
5, 4823, 0.245283, 0, 4, 0, 0, 0
6, 4743, 0.267763, 0, 18, 0, 0, 0
7, 4824, 0.245025, 0, 4, 0, 0, 0
8, 4709, 0.262476, 0, 4, 0, 0, 1
9, 4719, 0.268065, 0, 5, 0, 0, 1
10, 4680, 0.273718, 0, 5, 0, 0, 1
11, 4305, 0.319861, 0, 5, 0, 0, 1
12, 4716, 0.264207, 0, 5, 0, 0, 1
13, 4838, 0.245143, 0, 4, 0, 0, 0
14, 4742, 0.264235, 0, 5, 0, 0, 1
15, 4683, 0.269272, 0, 4, 0, 0, 1
16, 4743, 0.266498, 0, 4, 0, 0, 1
17, 4648, 0.273451, 0, 5, 0, 0, 1
18, 4696, 0.277044, 0, 5, 0, 0, 1
19, 4763, 0.256771, 0, 4, 0, 0, 1
20, 4723, 0.265721, 0, 4, 0, 0, 1
21, 4797, 0.258703, 0, 4, 0, 0, 1
22, 4797, 0.258078, 0, 4, 0, 0, 1
23, 4744, 0.267496, 0, 4, 0, 0, 1
24, 4587, 0.284282, 0, 4, 0, 0, 1
25, 4602, 0.281617, 0, 4, 0, 0, 1
26, 4694, 0.261398, 0, 5, 0, 0, 1
27, 4402, 0.318946, 0, 20, 0, 0, 1
28, 4601, 0.281678, 0, 6, 0, 0, 1
29, 4662, 0.274560, 0, 4, 0, 0, 1
30, 4625, 0.276973, 0, 5, 0, 0, 1
31, 4761, 0.254778, 0, 4, 0, 0, 1
32, 4669, 0.272007, 0, 6, 0, 0, 1
33, 4599, 0.272233, 0, 4, 0, 0, 1
34, 4730, 0.262579, 0, 6, 0, 0, 1
35, 4830, 0.243271, 0, 4, 0, 0, 0
36, 4653, 0.264346, 0, 5, 0, 0, 1
37, 4777, 0.252460, 0, 4, 0, 0, 0
38, 4584, 0.279450, 0, 5, 0, 0, 1
39, 4672, 0.269478, 0, 4, 0, 0, 1
40, 4748, 0.257372, 0, 5, 0, 0, 1
41, 4612, 0.286210, 0, 5, 0, 0, 1
42, 4569, 0.280587, 0, 5, 0, 0, 1
43, 4294, 0.319748, 0, 4, 0, 0, 1
44, 4667, 0.270838, 0, 4, 0, 0, 1
45, 4520, 0.285841, 0, 5, 0, 0, 1
46, 4745, 0.264910, 0, 4, 0, 0, 1
47, 4609, 0.279236, 0, 5, 0, 0, 1
48, 4626, 0.280804, 0, 4, 0, 0, 1
49, 4651, 0.270909, 0, 4, 0, 0, 1
50, 4638, 0.278784, 0, 5, 0, 0, 1
51, 4495, 0.292325, 0, 5, 0, 0, 1
52, 4539, 0.284204, 0, 5, 0, 0, 1
53, 4548, 0.286719, 0, 17, 0, 0, 1
54, 4668, 0.266281, 0, 4, 0, 0, 1
55, 4709, 0.265661, 0, 3, 0, 0, 1
56, 4738, 0.258970, 0, 4, 0, 0, 1
57, 4713, 0.258434, 0, 5, 0, 0, 1
58, 4492, 0.291852, 0, 7, 0, 0, 1
59, 4737, 0.257125, 0, 4, 0, 0, 1
60, 23, 0.478261, 0, 1, 0, 0, 1
